ifInOctets,ifOutOctets,ifOutDiscards,ifInUcastPkts,ifInNUcastPkts,ifInDiscards,ifOutUcastPkts,ifOutNUcastPkts,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcpActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipSystemStatsInReceives,ipSystemStatsInDelivers,ipSystemStatsOutRequests,ipSystemStatsOutDiscards,ipSystemStatsInDiscards,ipSystemStatsInForwDatagrams,ipSystemStatsOutNoRoutes,ipSystemStatsInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps
7953515,7953515,0,283256,0,0,283256,0,449,14663,14172,0,0,3,353,566,27222,3637,180,14,3244,3185,3091,0,0,0,8,3,0,0,0,0,0,0
7965814,7965814,0,283326,0,0,283326,0,449,14663,14172,0,0,3,353,566,27290,3705,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
7977878,7977878,0,283394,0,0,283394,0,450,14680,14192,0,0,3,354,567,27360,3775,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
7989942,7989942,0,283462,0,0,283462,0,450,14680,14192,0,0,3,354,567,27439,3851,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8002074,8002074,0,283530,0,0,283530,0,451,14698,14212,0,0,3,355,568,27509,3921,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8014206,8014206,0,283598,0,0,283598,0,451,14698,14212,0,0,3,355,568,27577,3989,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8026338,8026338,0,283666,0,0,283666,0,451,14712,14230,0,0,4,355,569,27647,4059,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8038470,8038470,0,283734,0,0,283734,0,452,14715,14232,0,0,3,356,569,27715,4127,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8050602,8050602,0,283802,0,0,283802,0,452,14717,14233,0,0,3,356,569,27783,4195,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
8063566,8063566,0,283878,0,0,283878,0,453,14736,14254,0,0,3,357,570,27853,4265,180,14,3396,3337,3242,0,0,0,8,3,0,0,0,0,0,0
